,Season,Difference,away,home,score,week,winner,homeATT,homeMID,homeDEF,homeOVR,awayATT,awayMID,awayDEF,awayOVR,homeworth,homeage,awayworth,awayage,homesupport,awaysupport
238,2016.0,2.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,FENERBAHÇE A.Ş.,3 - 1,27.0,home,80.0,77.0,78.0,77.0,70.0,71.0,71.0,70.0,168.68,24.8,50.2,26.7,16485.0,2501.0
239,2016.0,-2.0,ÇAYKUR RIZESPOR A.Ş.,ADANASPOR A.Ş.,1 - 3,27.0,away,71.0,67.0,69.0,69.0,76.0,68.0,68.0,69.0,19.98,23.7,34.68,22.6,4594.0,3369.0
240,2016.0,-3.0,OSMANLISPOR FUTBOL KULÜBÜ,KAYSERISPOR,1 - 4,27.0,away,73.0,72.0,70.0,71.0,74.0,74.0,72.0,73.0,45.85,25.0,56.7,25.1,5524.0,3792.0
241,2016.0,4.0,GALATASARAY A.Ş.,MEDIPOL BAŞAKŞEHIR FK,4 - 0,27.0,home,78.0,75.0,73.0,75.0,76.0,77.0,74.0,76.0,72.95,26.4,129.35,25.1,3208.0,21351.0
242,2016.0,0.0,ATIKER KONYASPOR,KASIMPAŞA A.Ş.,1 - 1,27.0,Draw,69.0,71.0,71.0,70.0,72.0,70.0,71.0,71.0,39.5,23.4,28.75,25.3,1416.0,15723.0
243,2016.0,-1.0,GAZIANTEPSPOR,ATIKER KONYASPOR,1 - 2,28.0,away,72.0,70.0,71.0,71.0,71.0,69.0,68.0,70.0,28.75,25.3,40.55,24.6,15723.0,4236.0
244,2016.0,0.0,KASIMPAŞA A.Ş.,KARDEMIR KARABÜKSPOR,0 - 0,28.0,Draw,71.0,70.0,70.0,70.0,69.0,71.0,71.0,70.0,36.08,25.8,39.5,23.4,4422.0,1416.0
245,2016.0,1.0,KAYSERISPOR,GENÇLERBIRLIĞI,2 - 1,28.0,home,69.0,70.0,70.0,70.0,73.0,72.0,70.0,71.0,36.78,24.1,45.85,25.0,2625.0,5524.0
246,2016.0,-3.0,TRABZONSPOR A.Ş.,ANTALYASPOR A.Ş.,0 - 3,28.0,away,81.0,71.0,72.0,71.0,73.0,74.0,76.0,74.0,41.8,25.4,95.95,23.8,12645.0,17252.0
247,2016.0,-1.0,OSMANLISPOR FUTBOL KULÜBÜ,AYTEMIZ ALANYASPOR,0 - 1,28.0,away,73.0,70.0,71.0,70.0,74.0,74.0,72.0,73.0,38.68,25.5,56.7,25.1,4541.0,3792.0
248,2016.0,0.0,MEDIPOL BAŞAKŞEHIR FK,ÇAYKUR RIZESPOR A.Ş.,3 - 3,28.0,Draw,76.0,68.0,68.0,69.0,78.0,75.0,73.0,75.0,34.68,22.6,72.95,26.4,3369.0,3208.0
249,2016.0,-1.0,FENERBAHÇE A.Ş.,GALATASARAY A.Ş.,0 - 1,28.0,away,76.0,77.0,74.0,76.0,80.0,77.0,78.0,77.0,129.35,25.1,168.68,24.8,21351.0,16485.0
250,2016.0,4.0,BURSASPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,5 - 1,28.0,home,70.0,71.0,71.0,70.0,70.0,72.0,71.0,72.0,50.2,26.7,48.98,24.4,2501.0,16106.0
251,2016.0,1.0,ADANASPOR A.Ş.,BEŞIKTAŞ A.Ş.,3 - 2,28.0,home,78.0,78.0,76.0,78.0,71.0,67.0,69.0,69.0,177.4,25.3,19.98,23.7,30448.0,4594.0
252,2016.0,0.0,KARDEMIR KARABÜKSPOR,GAZIANTEPSPOR,0 - 0,29.0,Draw,71.0,69.0,68.0,70.0,71.0,70.0,70.0,70.0,40.55,24.6,36.08,25.8,4236.0,4422.0
253,2016.0,3.0,AYTEMIZ ALANYASPOR,KAYSERISPOR,3 - 0,29.0,home,73.0,72.0,70.0,71.0,73.0,70.0,71.0,70.0,45.85,25.0,38.68,25.5,5524.0,4541.0
254,2016.0,0.0,GENÇLERBIRLIĞI,TRABZONSPOR A.Ş.,0 - 0,29.0,Draw,73.0,74.0,76.0,74.0,69.0,70.0,70.0,70.0,95.95,23.8,36.78,24.1,17252.0,2625.0
255,2016.0,1.0,ÇAYKUR RIZESPOR A.Ş.,FENERBAHÇE A.Ş.,2 - 1,29.0,home,80.0,77.0,78.0,77.0,76.0,68.0,68.0,69.0,168.68,24.8,34.68,22.6,16485.0,3369.0
256,2016.0,-3.0,ANTALYASPOR A.Ş.,ADANASPOR A.Ş.,2 - 5,29.0,away,71.0,67.0,69.0,69.0,81.0,71.0,72.0,71.0,19.98,23.7,41.8,25.4,4594.0,12645.0
257,2016.0,-2.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,KASIMPAŞA A.Ş.,0 - 2,29.0,away,69.0,71.0,71.0,70.0,70.0,71.0,71.0,70.0,39.5,23.4,50.2,26.7,1416.0,2501.0
258,2016.0,2.0,BEŞIKTAŞ A.Ş.,MEDIPOL BAŞAKŞEHIR FK,3 - 1,29.0,home,78.0,75.0,73.0,75.0,78.0,78.0,76.0,78.0,72.95,26.4,177.4,25.3,3208.0,30448.0
259,2016.0,-5.0,GALATASARAY A.Ş.,BURSASPOR,0 - 5,29.0,away,70.0,72.0,71.0,72.0,76.0,77.0,74.0,76.0,48.98,24.4,129.35,25.1,16106.0,21351.0
260,2016.0,0.0,ATIKER KONYASPOR,OSMANLISPOR FUTBOL KULÜBÜ,0 - 0,29.0,Draw,74.0,74.0,72.0,73.0,72.0,70.0,71.0,71.0,56.7,25.1,28.75,25.3,3792.0,15723.0
261,2016.0,-1.0,MEDIPOL BAŞAKŞEHIR FK,ANTALYASPOR A.Ş.,0 - 1,30.0,away,81.0,71.0,72.0,71.0,78.0,75.0,73.0,75.0,41.8,25.4,72.95,26.4,12645.0,3208.0
262,2016.0,-1.0,ADANASPOR A.Ş.,GENÇLERBIRLIĞI,0 - 1,30.0,away,69.0,70.0,70.0,70.0,71.0,67.0,69.0,69.0,36.78,24.1,19.98,23.7,2625.0,4594.0
263,2016.0,-1.0,KAYSERISPOR,TRABZONSPOR A.Ş.,2 - 3,30.0,away,73.0,74.0,76.0,74.0,73.0,72.0,70.0,71.0,95.95,23.8,45.85,25.0,17252.0,5524.0
264,2016.0,-1.0,AYTEMIZ ALANYASPOR,ATIKER KONYASPOR,2 - 3,30.0,away,72.0,70.0,71.0,71.0,73.0,70.0,71.0,70.0,28.75,25.3,38.68,25.5,15723.0,4541.0
265,2016.0,-2.0,KASIMPAŞA A.Ş.,GALATASARAY A.Ş.,1 - 3,30.0,away,76.0,77.0,74.0,76.0,69.0,71.0,71.0,70.0,129.35,25.1,39.5,23.4,21351.0,1416.0
266,2016.0,0.0,FENERBAHÇE A.Ş.,BEŞIKTAŞ A.Ş.,1 - 1,30.0,Draw,78.0,78.0,76.0,78.0,80.0,77.0,78.0,77.0,177.4,25.3,168.68,24.8,30448.0,16485.0
267,2016.0,6.0,BURSASPOR,ÇAYKUR RIZESPOR A.Ş.,6 - 0,30.0,home,76.0,68.0,68.0,69.0,70.0,72.0,71.0,72.0,34.68,22.6,48.98,24.4,3369.0,16106.0
268,2016.0,6.0,GAZIANTEPSPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,6 - 0,30.0,home,70.0,71.0,71.0,70.0,71.0,69.0,68.0,70.0,50.2,26.7,40.55,24.6,2501.0,4236.0
269,2016.0,1.0,OSMANLISPOR FUTBOL KULÜBÜ,KARDEMIR KARABÜKSPOR,1 - 0,30.0,home,71.0,70.0,70.0,70.0,74.0,74.0,72.0,73.0,36.08,25.8,56.7,25.1,4422.0,3792.0
270,2016.0,1.0,ATIKER KONYASPOR,KAYSERISPOR,2 - 1,31.0,home,73.0,72.0,70.0,71.0,72.0,70.0,71.0,71.0,45.85,25.0,28.75,25.3,5524.0,15723.0
271,2016.0,2.0,ÇAYKUR RIZESPOR A.Ş.,KASIMPAŞA A.Ş.,4 - 2,31.0,home,69.0,71.0,71.0,70.0,76.0,68.0,68.0,69.0,39.5,23.4,34.68,22.6,1416.0,3369.0
272,2016.0,1.0,GENÇLERBIRLIĞI,MEDIPOL BAŞAKŞEHIR FK,2 - 1,31.0,home,78.0,75.0,73.0,75.0,69.0,70.0,70.0,70.0,72.95,26.4,36.78,24.1,3208.0,2625.0
273,2016.0,0.0,TRABZONSPOR A.Ş.,ADANASPOR A.Ş.,1 - 1,31.0,Draw,71.0,67.0,69.0,69.0,73.0,74.0,76.0,74.0,19.98,23.7,95.95,23.8,4594.0,17252.0
274,2016.0,-1.0,ANTALYASPOR A.Ş.,FENERBAHÇE A.Ş.,0 - 1,31.0,away,80.0,77.0,78.0,77.0,81.0,71.0,72.0,71.0,168.68,24.8,41.8,25.4,16485.0,12645.0
275,2016.0,2.0,KARDEMIR KARABÜKSPOR,AYTEMIZ ALANYASPOR,4 - 2,31.0,home,73.0,70.0,71.0,70.0,71.0,70.0,70.0,70.0,38.68,25.5,36.08,25.8,4541.0,4422.0
276,2016.0,-4.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,OSMANLISPOR FUTBOL KULÜBÜ,0 - 4,31.0,away,74.0,74.0,72.0,73.0,70.0,71.0,71.0,70.0,56.7,25.1,50.2,26.7,3792.0,2501.0
277,2016.0,-1.0,GALATASARAY A.Ş.,GAZIANTEPSPOR,1 - 2,31.0,away,71.0,69.0,68.0,70.0,76.0,77.0,74.0,76.0,40.55,24.6,129.35,25.1,4236.0,21351.0
278,2016.0,-2.0,BEŞIKTAŞ A.Ş.,BURSASPOR,0 - 2,31.0,away,70.0,72.0,71.0,72.0,78.0,78.0,76.0,78.0,48.98,24.4,177.4,25.3,16106.0,30448.0
279,2016.0,2.0,OSMANLISPOR FUTBOL KULÜBÜ,GALATASARAY A.Ş.,2 - 0,32.0,home,76.0,77.0,74.0,76.0,74.0,74.0,72.0,73.0,129.35,25.1,56.7,25.1,21351.0,3792.0
280,2016.0,2.0,GAZIANTEPSPOR,ÇAYKUR RIZESPOR A.Ş.,2 - 0,32.0,home,76.0,68.0,68.0,69.0,71.0,69.0,68.0,70.0,34.68,22.6,40.55,24.6,3369.0,4236.0
281,2016.0,3.0,KASIMPAŞA A.Ş.,BEŞIKTAŞ A.Ş.,4 - 1,32.0,home,78.0,78.0,76.0,78.0,69.0,71.0,71.0,70.0,177.4,25.3,39.5,23.4,30448.0,1416.0
282,2016.0,0.0,ADANASPOR A.Ş.,KAYSERISPOR,1 - 1,32.0,Draw,73.0,72.0,70.0,71.0,71.0,67.0,69.0,69.0,45.85,25.0,19.98,23.7,5524.0,4594.0
283,2016.0,1.0,BURSASPOR,ANTALYASPOR A.Ş.,2 - 1,32.0,home,81.0,71.0,72.0,71.0,70.0,72.0,71.0,72.0,41.8,25.4,48.98,24.4,12645.0,16106.0
284,2016.0,3.0,KARDEMIR KARABÜKSPOR,ATIKER KONYASPOR,3 - 0,32.0,home,72.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,28.75,25.3,36.08,25.8,15723.0,4422.0
285,2016.0,0.0,MEDIPOL BAŞAKŞEHIR FK,TRABZONSPOR A.Ş.,0 - 0,32.0,Draw,73.0,74.0,76.0,74.0,78.0,75.0,73.0,75.0,95.95,23.8,72.95,26.4,17252.0,3208.0
286,2016.0,3.0,AYTEMIZ ALANYASPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,3 - 0,32.0,home,70.0,71.0,71.0,70.0,73.0,70.0,71.0,70.0,50.2,26.7,38.68,25.5,2501.0,4541.0
287,2016.0,-1.0,FENERBAHÇE A.Ş.,GENÇLERBIRLIĞI,1 - 2,32.0,away,69.0,70.0,70.0,70.0,80.0,77.0,78.0,77.0,36.78,24.1,168.68,24.8,2625.0,16485.0
288,2016.0,0.0,TRABZONSPOR A.Ş.,FENERBAHÇE A.Ş.,1 - 1,33.0,Draw,80.0,77.0,78.0,77.0,73.0,74.0,76.0,74.0,168.68,24.8,95.95,23.8,16485.0,17252.0
289,2016.0,1.0,ADANASPOR A.Ş.,MEDIPOL BAŞAKŞEHIR FK,2 - 1,33.0,home,78.0,75.0,73.0,75.0,71.0,67.0,69.0,69.0,72.95,26.4,19.98,23.7,3208.0,4594.0
290,2016.0,-3.0,ANTALYASPOR A.Ş.,KASIMPAŞA A.Ş.,0 - 3,33.0,away,69.0,71.0,71.0,70.0,81.0,71.0,72.0,71.0,39.5,23.4,41.8,25.4,1416.0,12645.0
291,2016.0,-3.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,ATIKER KONYASPOR,0 - 3,33.0,away,72.0,70.0,71.0,71.0,70.0,71.0,71.0,70.0,28.75,25.3,50.2,26.7,15723.0,2501.0
292,2016.0,0.0,KAYSERISPOR,KARDEMIR KARABÜKSPOR,2 - 2,33.0,Draw,71.0,70.0,70.0,70.0,73.0,72.0,70.0,71.0,36.08,25.8,45.85,25.0,4422.0,5524.0
293,2016.0,-4.0,BEŞIKTAŞ A.Ş.,GAZIANTEPSPOR,0 - 4,33.0,away,71.0,69.0,68.0,70.0,78.0,78.0,76.0,78.0,40.55,24.6,177.4,25.3,4236.0,30448.0
294,2016.0,-1.0,GENÇLERBIRLIĞI,BURSASPOR,1 - 2,33.0,away,70.0,72.0,71.0,72.0,69.0,70.0,70.0,70.0,48.98,24.4,36.78,24.1,16106.0,2625.0
295,2016.0,-1.0,ÇAYKUR RIZESPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,1 - 2,33.0,away,74.0,74.0,72.0,73.0,76.0,68.0,68.0,69.0,56.7,25.1,34.68,22.6,3792.0,3369.0
296,2016.0,-1.0,GALATASARAY A.Ş.,AYTEMIZ ALANYASPOR,2 - 3,33.0,away,73.0,70.0,71.0,70.0,76.0,77.0,74.0,76.0,38.68,25.5,129.35,25.1,4541.0,21351.0
297,2016.0,3.0,GAZIANTEPSPOR,ANTALYASPOR A.Ş.,4 - 1,34.0,home,81.0,71.0,72.0,71.0,71.0,69.0,68.0,70.0,41.8,25.4,40.55,24.6,12645.0,4236.0
298,2016.0,-1.0,KARDEMIR KARABÜKSPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,2 - 3,34.0,away,70.0,71.0,71.0,70.0,71.0,70.0,70.0,70.0,50.2,26.7,36.08,25.8,2501.0,4422.0
299,2016.0,1.0,KASIMPAŞA A.Ş.,GENÇLERBIRLIĞI,1 - 0,34.0,home,69.0,70.0,70.0,70.0,69.0,71.0,71.0,70.0,36.78,24.1,39.5,23.4,2625.0,1416.0
300,2016.0,1.0,AYTEMIZ ALANYASPOR,ÇAYKUR RIZESPOR A.Ş.,1 - 0,34.0,home,76.0,68.0,68.0,69.0,73.0,70.0,71.0,70.0,34.68,22.6,38.68,25.5,3369.0,4541.0
301,2016.0,-1.0,BURSASPOR,TRABZONSPOR A.Ş.,1 - 2,34.0,away,73.0,74.0,76.0,74.0,70.0,72.0,71.0,72.0,95.95,23.8,48.98,24.4,17252.0,16106.0
302,2016.0,1.0,ATIKER KONYASPOR,GALATASARAY A.Ş.,2 - 1,34.0,home,76.0,77.0,74.0,76.0,72.0,70.0,71.0,71.0,129.35,25.1,28.75,25.3,21351.0,15723.0
303,2016.0,-2.0,FENERBAHÇE A.Ş.,ADANASPOR A.Ş.,1 - 3,34.0,away,71.0,67.0,69.0,69.0,80.0,77.0,78.0,77.0,19.98,23.7,168.68,24.8,4594.0,16485.0
304,2016.0,-1.0,MEDIPOL BAŞAKŞEHIR FK,KAYSERISPOR,0 - 1,34.0,away,73.0,72.0,70.0,71.0,78.0,75.0,73.0,75.0,45.85,25.0,72.95,26.4,5524.0,3208.0
305,2016.0,4.0,OSMANLISPOR FUTBOL KULÜBÜ,BEŞIKTAŞ A.Ş.,4 - 0,34.0,home,78.0,78.0,76.0,78.0,74.0,74.0,72.0,73.0,177.4,25.3,56.7,25.1,30448.0,3792.0
306,2015.0,2.0,ESKIŞEHIRSPOR,FENERBAHÇE A.Ş.,2 - 0,1.0,home,79.0,76.0,76.0,77.0,68.0,68.0,68.0,68.0,195.38,24.5,48.63,23.9,28589.0,6815.0
307,2015.0,-1.0,ANTALYASPOR A.Ş.,MEDIPOL BAŞAKŞEHIR FK,2 - 3,1.0,away,69.0,72.0,71.0,71.0,73.0,69.0,69.0,71.0,48.0,26.3,48.95,25.1,2716.0,9362.0
308,2015.0,1.0,BURSASPOR,TRABZONSPOR A.Ş.,1 - 0,1.0,home,76.0,70.0,72.0,73.0,71.0,72.0,72.0,72.0,128.6,23.5,89.38,23.9,7696.0,11245.0
309,2015.0,0.0,GALATASARAY A.Ş.,MEDICANA SIVASSPOR,2 - 2,1.0,Draw,67.0,67.0,69.0,68.0,70.0,75.0,73.0,75.0,42.05,27.0,136.0,25.6,4881.0,18996.0
310,2015.0,-3.0,BEŞIKTAŞ A.Ş.,MERSIN IDMANYURDU,2 - 5,1.0,away,72.0,67.0,66.0,67.0,79.0,77.0,75.0,77.0,22.7,25.0,135.3,24.5,5116.0,18668.0
311,2015.0,0.0,KAYSERISPOR,OSMANLISPOR FUTBOL KULÜBÜ,1 - 1,1.0,Draw,71.0,72.0,69.0,71.0,71.0,69.0,68.0,69.0,43.43,26.6,35.55,24.4,4186.0,4251.0
312,2015.0,-3.0,KASIMPAŞA A.Ş.,GAZIANTEPSPOR,0 - 3,1.0,away,69.0,68.0,69.0,69.0,72.0,69.0,71.0,70.0,36.68,23.5,48.7,25.1,3065.0,1950.0
313,2015.0,0.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,TORKU KONYASPOR,1 - 1,1.0,Draw,69.0,72.0,69.0,70.0,71.0,70.0,69.0,70.0,33.7,25.8,35.95,26.9,15871.0,2394.0
314,2015.0,-1.0,ÇAYKUR RIZESPOR A.Ş.,GENÇLERBIRLIĞI,2 - 3,1.0,away,74.0,70.0,70.0,70.0,71.0,68.0,69.0,69.0,42.85,25.4,32.63,24.3,2565.0,3314.0
315,2015.0,1.0,MEDIPOL BAŞAKŞEHIR FK,KASIMPAŞA A.Ş.,1 - 0,2.0,home,72.0,69.0,71.0,70.0,69.0,72.0,71.0,71.0,48.7,25.1,48.0,26.3,1950.0,2716.0
316,2015.0,-1.0,TRABZONSPOR A.Ş.,BEŞIKTAŞ A.Ş.,1 - 2,2.0,away,79.0,77.0,75.0,77.0,76.0,70.0,72.0,73.0,135.3,24.5,128.6,23.5,18668.0,7696.0
317,2015.0,0.0,TORKU KONYASPOR,KAYSERISPOR,1 - 1,2.0,Draw,71.0,69.0,68.0,69.0,69.0,72.0,69.0,70.0,35.55,24.4,33.7,25.8,4251.0,15871.0
318,2015.0,2.0,MERSIN IDMANYURDU,AKHISAR BELEDIYE GENÇLIK VE SPOR,2 - 0,2.0,home,71.0,70.0,69.0,70.0,72.0,67.0,66.0,67.0,35.95,26.9,22.7,25.0,2394.0,5116.0
319,2015.0,-1.0,GAZIANTEPSPOR,BURSASPOR,0 - 1,2.0,away,71.0,72.0,72.0,72.0,69.0,68.0,69.0,69.0,89.38,23.9,36.68,23.5,11245.0,3065.0
320,2015.0,2.0,MEDICANA SIVASSPOR,ESKIŞEHIRSPOR,4 - 2,2.0,home,68.0,68.0,68.0,68.0,67.0,67.0,69.0,68.0,48.63,23.9,42.05,27.0,6815.0,4881.0
321,2015.0,0.0,FENERBAHÇE A.Ş.,ÇAYKUR RIZESPOR A.Ş.,1 - 1,2.0,Draw,71.0,68.0,69.0,69.0,79.0,76.0,76.0,77.0,32.63,24.3,195.38,24.5,3314.0,28589.0
322,2015.0,2.0,GENÇLERBIRLIĞI,ANTALYASPOR A.Ş.,3 - 1,2.0,home,73.0,69.0,69.0,71.0,74.0,70.0,70.0,70.0,48.95,25.1,42.85,25.4,9362.0,2565.0
323,2015.0,-1.0,OSMANLISPOR FUTBOL KULÜBÜ,GALATASARAY A.Ş.,1 - 2,2.0,away,70.0,75.0,73.0,75.0,71.0,72.0,69.0,71.0,136.0,25.6,43.43,26.6,18996.0,4186.0
324,2015.0,-4.0,BEŞIKTAŞ A.Ş.,GAZIANTEPSPOR,0 - 4,3.0,away,69.0,68.0,69.0,69.0,79.0,77.0,75.0,77.0,36.68,23.5,135.3,24.5,3065.0,18668.0
325,2015.0,-3.0,GALATASARAY A.Ş.,TORKU KONYASPOR,1 - 4,3.0,away,69.0,72.0,69.0,70.0,70.0,75.0,73.0,75.0,33.7,25.8,136.0,25.6,15871.0,18996.0
326,2015.0,1.0,BURSASPOR,MEDIPOL BAŞAKŞEHIR FK,2 - 1,3.0,home,69.0,72.0,71.0,71.0,71.0,72.0,72.0,72.0,48.0,26.3,89.38,23.9,2716.0,11245.0
327,2015.0,-1.0,KAYSERISPOR,MERSIN IDMANYURDU,1 - 2,3.0,away,72.0,67.0,66.0,67.0,71.0,69.0,68.0,69.0,22.7,25.0,35.55,24.4,5116.0,4251.0
328,2015.0,1.0,KASIMPAŞA A.Ş.,GENÇLERBIRLIĞI,1 - 0,3.0,home,74.0,70.0,70.0,70.0,72.0,69.0,71.0,70.0,42.85,25.4,48.7,25.1,2565.0,1950.0
329,2015.0,1.0,ANTALYASPOR A.Ş.,FENERBAHÇE A.Ş.,2 - 1,3.0,home,79.0,76.0,76.0,77.0,73.0,69.0,69.0,71.0,195.38,24.5,48.95,25.1,28589.0,9362.0
330,2015.0,0.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,TRABZONSPOR A.Ş.,2 - 2,3.0,Draw,76.0,70.0,72.0,73.0,71.0,70.0,69.0,70.0,128.6,23.5,35.95,26.9,7696.0,2394.0
331,2015.0,0.0,ÇAYKUR RIZESPOR A.Ş.,ESKIŞEHIRSPOR,1 - 1,3.0,Draw,68.0,68.0,68.0,68.0,71.0,68.0,69.0,69.0,48.63,23.9,32.63,24.3,6815.0,3314.0
332,2015.0,0.0,OSMANLISPOR FUTBOL KULÜBÜ,MEDICANA SIVASSPOR,1 - 1,3.0,Draw,67.0,67.0,69.0,68.0,71.0,72.0,69.0,71.0,42.05,27.0,43.43,26.6,4881.0,4186.0
333,2015.0,1.0,GENÇLERBIRLIĞI,BURSASPOR,3 - 2,4.0,home,71.0,72.0,72.0,72.0,74.0,70.0,70.0,70.0,89.38,23.9,42.85,25.4,11245.0,2565.0
334,2015.0,0.0,GAZIANTEPSPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,0 - 0,4.0,Draw,71.0,70.0,69.0,70.0,69.0,68.0,69.0,69.0,35.95,26.9,36.68,23.5,2394.0,3065.0
335,2015.0,0.0,MERSIN IDMANYURDU,GALATASARAY A.Ş.,1 - 1,4.0,Draw,70.0,75.0,73.0,75.0,72.0,67.0,66.0,67.0,136.0,25.6,22.7,25.0,18996.0,5116.0
336,2015.0,2.0,ESKIŞEHIRSPOR,ANTALYASPOR A.Ş.,2 - 0,4.0,home,73.0,69.0,69.0,71.0,68.0,68.0,68.0,68.0,48.95,25.1,48.63,23.9,9362.0,6815.0
337,2015.0,0.0,MEDICANA SIVASSPOR,ÇAYKUR RIZESPOR A.Ş.,1 - 1,4.0,Draw,71.0,68.0,69.0,69.0,67.0,67.0,69.0,68.0,32.63,24.3,42.05,27.0,3314.0,4881.0
338,2015.0,-1.0,FENERBAHÇE A.Ş.,KASIMPAŞA A.Ş.,0 - 1,4.0,away,72.0,69.0,71.0,70.0,79.0,76.0,76.0,77.0,48.7,25.1,195.38,24.5,1950.0,28589.0
339,2015.0,-1.0,TORKU KONYASPOR,OSMANLISPOR FUTBOL KULÜBÜ,1 - 2,4.0,away,71.0,72.0,69.0,71.0,69.0,72.0,69.0,70.0,43.43,26.6,33.7,25.8,4186.0,15871.0
340,2015.0,2.0,MEDIPOL BAŞAKŞEHIR FK,BEŞIKTAŞ A.Ş.,2 - 0,4.0,home,79.0,77.0,75.0,77.0,69.0,72.0,71.0,71.0,135.3,24.5,48.0,26.3,18668.0,2716.0
341,2015.0,-1.0,TRABZONSPOR A.Ş.,KAYSERISPOR,0 - 1,4.0,away,71.0,69.0,68.0,69.0,76.0,70.0,72.0,73.0,35.55,24.4,128.6,23.5,4251.0,7696.0
342,2015.0,2.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,MEDIPOL BAŞAKŞEHIR FK,2 - 0,5.0,home,69.0,72.0,71.0,71.0,71.0,70.0,69.0,70.0,48.0,26.3,35.95,26.9,2716.0,2394.0
343,2015.0,-4.0,OSMANLISPOR FUTBOL KULÜBÜ,MERSIN IDMANYURDU,0 - 4,5.0,away,72.0,67.0,66.0,67.0,71.0,72.0,69.0,71.0,22.7,25.0,43.43,26.6,5116.0,4186.0
344,2015.0,-3.0,KASIMPAŞA A.Ş.,ESKIŞEHIRSPOR,0 - 3,5.0,away,68.0,68.0,68.0,68.0,72.0,69.0,71.0,70.0,48.63,23.9,48.7,25.1,6815.0,1950.0
345,2015.0,4.0,ANTALYASPOR A.Ş.,ÇAYKUR RIZESPOR A.Ş.,5 - 1,5.0,home,71.0,68.0,69.0,69.0,73.0,69.0,69.0,71.0,32.63,24.3,48.95,25.1,3314.0,9362.0
346,2015.0,0.0,TORKU KONYASPOR,MEDICANA SIVASSPOR,0 - 0,5.0,Draw,67.0,67.0,69.0,68.0,69.0,72.0,69.0,70.0,42.05,27.0,33.7,25.8,4881.0,15871.0
347,2015.0,-1.0,GALATASARAY A.Ş.,TRABZONSPOR A.Ş.,0 - 1,5.0,away,76.0,70.0,72.0,73.0,70.0,75.0,73.0,75.0,128.6,23.5,136.0,25.6,7696.0,18996.0
348,2015.0,1.0,BURSASPOR,FENERBAHÇE A.Ş.,2 - 1,5.0,home,79.0,76.0,76.0,77.0,71.0,72.0,72.0,72.0,195.38,24.5,89.38,23.9,28589.0,11245.0
349,2015.0,1.0,KAYSERISPOR,GAZIANTEPSPOR,1 - 0,5.0,home,69.0,68.0,69.0,69.0,71.0,69.0,68.0,69.0,36.68,23.5,35.55,24.4,3065.0,4251.0
350,2015.0,0.0,BEŞIKTAŞ A.Ş.,GENÇLERBIRLIĞI,1 - 1,5.0,Draw,74.0,70.0,70.0,70.0,79.0,77.0,75.0,77.0,42.85,25.4,135.3,24.5,2565.0,18668.0
351,2015.0,2.0,TRABZONSPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,3 - 1,6.0,home,71.0,72.0,69.0,71.0,76.0,70.0,72.0,73.0,43.43,26.6,128.6,23.5,4186.0,7696.0
352,2015.0,1.0,GENÇLERBIRLIĞI,AKHISAR BELEDIYE GENÇLIK VE SPOR,1 - 0,6.0,home,71.0,70.0,69.0,70.0,74.0,70.0,70.0,70.0,35.95,26.9,42.85,25.4,2394.0,2565.0
353,2015.0,1.0,GAZIANTEPSPOR,GALATASARAY A.Ş.,2 - 1,6.0,home,70.0,75.0,73.0,75.0,69.0,68.0,69.0,69.0,136.0,25.6,36.68,23.5,18996.0,3065.0
354,2015.0,2.0,MERSIN IDMANYURDU,TORKU KONYASPOR,2 - 0,6.0,home,69.0,72.0,69.0,70.0,72.0,67.0,66.0,67.0,33.7,25.8,22.7,25.0,15871.0,5116.0
355,2015.0,0.0,MEDICANA SIVASSPOR,ANTALYASPOR A.Ş.,1 - 1,6.0,Draw,73.0,69.0,69.0,71.0,67.0,67.0,69.0,68.0,48.95,25.1,42.05,27.0,9362.0,4881.0
356,2015.0,1.0,FENERBAHÇE A.Ş.,BEŞIKTAŞ A.Ş.,3 - 2,6.0,home,79.0,77.0,75.0,77.0,79.0,76.0,76.0,77.0,135.3,24.5,195.38,24.5,18668.0,28589.0
357,2015.0,-1.0,MEDIPOL BAŞAKŞEHIR FK,KAYSERISPOR,0 - 1,6.0,away,71.0,69.0,68.0,69.0,69.0,72.0,71.0,71.0,35.55,24.4,48.0,26.3,4251.0,2716.0
358,2015.0,0.0,ÇAYKUR RIZESPOR A.Ş.,KASIMPAŞA A.Ş.,1 - 1,6.0,Draw,72.0,69.0,71.0,70.0,71.0,68.0,69.0,69.0,48.7,25.1,32.63,24.3,1950.0,3314.0
