,Season,Difference,away,home,score,week,winner,homeATT,homeMID,homeDEF,homeOVR,awayATT,awayMID,awayDEF,awayOVR,homeworth,homeage,awayworth,awayage,homesupport,awaysupport
117,2016.0,3.0,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,4 - 1,14.0,home,73.0,74.0,76.0,74.0,71.0,67.0,69.0,69.0,95.95,23.8,19.98,23.7,17252.0,4594.0
118,2016.0,1.0,BURSASPOR,BEŞIKTAŞ A.Ş.,2 - 1,14.0,home,78.0,78.0,76.0,78.0,70.0,72.0,71.0,72.0,177.4,25.3,48.98,24.4,30448.0,16106.0
119,2016.0,-1.0,KASIMPAŞA A.Ş.,ÇAYKUR RIZESPOR A.Ş.,0 - 1,14.0,away,76.0,68.0,68.0,69.0,69.0,71.0,71.0,70.0,34.68,22.6,39.5,23.4,3369.0,1416.0
120,2016.0,0.0,MEDIPOL BAŞAKŞEHIR FK,GENÇLERBIRLIĞI,0 - 0,14.0,Draw,69.0,70.0,70.0,70.0,78.0,75.0,73.0,75.0,36.78,24.1,72.95,26.4,2625.0,3208.0
121,2016.0,-1.0,OSMANLISPOR FUTBOL KULÜBÜ,AKHISAR BELEDIYE GENÇLIK VE SPOR,1 - 2,14.0,away,70.0,71.0,71.0,70.0,74.0,74.0,72.0,73.0,50.2,26.7,56.7,25.1,2501.0,3792.0
122,2016.0,-2.0,AYTEMIZ ALANYASPOR,KARDEMIR KARABÜKSPOR,0 - 2,14.0,away,71.0,70.0,70.0,70.0,73.0,70.0,71.0,70.0,36.08,25.8,38.68,25.5,4422.0,4541.0
123,2016.0,1.0,KAYSERISPOR,ATIKER KONYASPOR,1 - 0,14.0,home,72.0,70.0,71.0,71.0,73.0,72.0,70.0,71.0,28.75,25.3,45.85,25.0,15723.0,5524.0
124,2016.0,2.0,GAZIANTEPSPOR,GALATASARAY A.Ş.,3 - 1,14.0,home,76.0,77.0,74.0,76.0,71.0,69.0,68.0,70.0,129.35,25.1,40.55,24.6,21351.0,4236.0
125,2016.0,1.0,FENERBAHÇE A.Ş.,ANTALYASPOR A.Ş.,1 - 0,14.0,home,81.0,71.0,72.0,71.0,80.0,77.0,78.0,77.0,41.8,25.4,168.68,24.8,12645.0,16485.0
126,2016.0,1.0,TRABZONSPOR A.Ş.,MEDIPOL BAŞAKŞEHIR FK,1 - 0,15.0,home,78.0,75.0,73.0,75.0,73.0,74.0,76.0,74.0,72.95,26.4,95.95,23.8,3208.0,17252.0
127,2016.0,1.0,BEŞIKTAŞ A.Ş.,KASIMPAŞA A.Ş.,2 - 1,15.0,home,69.0,71.0,71.0,70.0,78.0,78.0,76.0,78.0,39.5,23.4,177.4,25.3,1416.0,30448.0
128,2016.0,1.0,KAYSERISPOR,ADANASPOR A.Ş.,2 - 1,15.0,home,71.0,67.0,69.0,69.0,73.0,72.0,70.0,71.0,19.98,23.7,45.85,25.0,4594.0,5524.0
129,2016.0,0.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,AYTEMIZ ALANYASPOR,0 - 0,15.0,Draw,73.0,70.0,71.0,70.0,70.0,71.0,71.0,70.0,38.68,25.5,50.2,26.7,4541.0,2501.0
130,2016.0,0.0,ATIKER KONYASPOR,KARDEMIR KARABÜKSPOR,1 - 1,15.0,Draw,71.0,70.0,70.0,70.0,72.0,70.0,71.0,71.0,36.08,25.8,28.75,25.3,4422.0,15723.0
131,2016.0,0.0,GALATASARAY A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,2 - 2,15.0,Draw,74.0,74.0,72.0,73.0,76.0,77.0,74.0,76.0,56.7,25.1,129.35,25.1,3792.0,21351.0
132,2016.0,-1.0,ÇAYKUR RIZESPOR A.Ş.,GAZIANTEPSPOR,1 - 2,15.0,away,71.0,69.0,68.0,70.0,76.0,68.0,68.0,69.0,40.55,24.6,34.68,22.6,4236.0,3369.0
133,2016.0,3.0,GENÇLERBIRLIĞI,FENERBAHÇE A.Ş.,3 - 0,15.0,home,80.0,77.0,78.0,77.0,69.0,70.0,70.0,70.0,168.68,24.8,36.78,24.1,16485.0,2625.0
134,2016.0,1.0,ANTALYASPOR A.Ş.,BURSASPOR,2 - 1,15.0,home,70.0,72.0,71.0,72.0,81.0,71.0,72.0,71.0,48.98,24.4,41.8,25.4,16106.0,12645.0
135,2016.0,1.0,GAZIANTEPSPOR,BEŞIKTAŞ A.Ş.,1 - 0,16.0,home,78.0,78.0,76.0,78.0,71.0,69.0,68.0,70.0,177.4,25.3,40.55,24.6,30448.0,4236.0
136,2016.0,0.0,MEDIPOL BAŞAKŞEHIR FK,ADANASPOR A.Ş.,1 - 1,16.0,Draw,71.0,67.0,69.0,69.0,78.0,75.0,73.0,75.0,19.98,23.7,72.95,26.4,4594.0,3208.0
137,2016.0,1.0,ATIKER KONYASPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,1 - 0,16.0,home,70.0,71.0,71.0,70.0,72.0,70.0,71.0,71.0,50.2,26.7,28.75,25.3,2501.0,15723.0
138,2016.0,4.0,AYTEMIZ ALANYASPOR,GALATASARAY A.Ş.,5 - 1,16.0,home,76.0,77.0,74.0,76.0,73.0,70.0,71.0,70.0,129.35,25.1,38.68,25.5,21351.0,4541.0
139,2016.0,1.0,KASIMPAŞA A.Ş.,ANTALYASPOR A.Ş.,2 - 1,16.0,home,81.0,71.0,72.0,71.0,69.0,71.0,71.0,70.0,41.8,25.4,39.5,23.4,12645.0,1416.0
140,2016.0,2.0,KARDEMIR KARABÜKSPOR,KAYSERISPOR,2 - 0,16.0,home,73.0,72.0,70.0,71.0,71.0,70.0,70.0,70.0,45.85,25.0,36.08,25.8,5524.0,4422.0
141,2016.0,-1.0,OSMANLISPOR FUTBOL KULÜBÜ,ÇAYKUR RIZESPOR A.Ş.,0 - 1,16.0,away,76.0,68.0,68.0,69.0,74.0,74.0,72.0,73.0,34.68,22.6,56.7,25.1,3369.0,3792.0
142,2016.0,2.0,BURSASPOR,GENÇLERBIRLIĞI,3 - 1,16.0,home,69.0,70.0,70.0,70.0,70.0,72.0,71.0,72.0,36.78,24.1,48.98,24.4,2625.0,16106.0
143,2016.0,-3.0,FENERBAHÇE A.Ş.,TRABZONSPOR A.Ş.,0 - 3,16.0,away,73.0,74.0,76.0,74.0,80.0,77.0,78.0,77.0,95.95,23.8,168.68,24.8,17252.0,16485.0
144,2016.0,-1.0,TRABZONSPOR A.Ş.,BURSASPOR,1 - 2,17.0,away,70.0,72.0,71.0,72.0,73.0,74.0,76.0,74.0,48.98,24.4,95.95,23.8,16106.0,17252.0
145,2016.0,-1.0,ÇAYKUR RIZESPOR A.Ş.,AYTEMIZ ALANYASPOR,2 - 3,17.0,away,73.0,70.0,71.0,70.0,76.0,68.0,68.0,69.0,38.68,25.5,34.68,22.6,4541.0,3369.0
146,2016.0,-1.0,GALATASARAY A.Ş.,ATIKER KONYASPOR,0 - 1,17.0,away,72.0,70.0,71.0,71.0,76.0,77.0,74.0,76.0,28.75,25.3,129.35,25.1,15723.0,21351.0
147,2016.0,1.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,KARDEMIR KARABÜKSPOR,1 - 0,17.0,home,71.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,36.08,25.8,50.2,26.7,4422.0,2501.0
148,2016.0,5.0,KAYSERISPOR,MEDIPOL BAŞAKŞEHIR FK,5 - 0,17.0,home,78.0,75.0,73.0,75.0,73.0,72.0,70.0,71.0,72.95,26.4,45.85,25.0,3208.0,5524.0
149,2016.0,-3.0,ANTALYASPOR A.Ş.,GAZIANTEPSPOR,0 - 3,17.0,away,71.0,69.0,68.0,70.0,81.0,71.0,72.0,71.0,40.55,24.6,41.8,25.4,4236.0,12645.0
150,2016.0,0.0,ADANASPOR A.Ş.,FENERBAHÇE A.Ş.,2 - 2,17.0,Draw,80.0,77.0,78.0,77.0,71.0,67.0,69.0,69.0,168.68,24.8,19.98,23.7,16485.0,4594.0
151,2016.0,3.0,GENÇLERBIRLIĞI,KASIMPAŞA A.Ş.,3 - 0,17.0,home,69.0,71.0,71.0,70.0,69.0,70.0,70.0,70.0,39.5,23.4,36.78,24.1,1416.0,2625.0
152,2016.0,-2.0,BEŞIKTAŞ A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,0 - 2,17.0,away,74.0,74.0,72.0,73.0,78.0,78.0,76.0,78.0,56.7,25.1,177.4,25.3,3792.0,30448.0
153,2016.0,0.0,KAYSERISPOR,AKHISAR BELEDIYE GENÇLIK VE SPOR,0 - 0,18.0,Draw,70.0,71.0,71.0,70.0,73.0,72.0,70.0,71.0,50.2,26.7,45.85,25.0,2501.0,5524.0
154,2016.0,-1.0,ADANASPOR A.Ş.,BURSASPOR,0 - 1,18.0,away,70.0,72.0,71.0,72.0,71.0,67.0,69.0,69.0,48.98,24.4,19.98,23.7,16106.0,4594.0
155,2016.0,1.0,ÇAYKUR RIZESPOR A.Ş.,ATIKER KONYASPOR,2 - 1,18.0,home,72.0,70.0,71.0,71.0,76.0,68.0,68.0,69.0,28.75,25.3,34.68,22.6,15723.0,3369.0
156,2016.0,1.0,GALATASARAY A.Ş.,KARDEMIR KARABÜKSPOR,2 - 1,18.0,home,71.0,70.0,70.0,70.0,76.0,77.0,74.0,76.0,36.08,25.8,129.35,25.1,4422.0,21351.0
157,2016.0,-1.0,TRABZONSPOR A.Ş.,KASIMPAŞA A.Ş.,0 - 1,18.0,away,69.0,71.0,71.0,70.0,73.0,74.0,76.0,74.0,39.5,23.4,95.95,23.8,1416.0,17252.0
158,2016.0,-1.0,ANTALYASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,1 - 2,18.0,away,74.0,74.0,72.0,73.0,81.0,71.0,72.0,71.0,56.7,25.1,41.8,25.4,3792.0,12645.0
159,2016.0,1.0,MEDIPOL BAŞAKŞEHIR FK,FENERBAHÇE A.Ş.,1 - 0,18.0,home,80.0,77.0,78.0,77.0,78.0,75.0,73.0,75.0,168.68,24.8,72.95,26.4,16485.0,3208.0
160,2016.0,-3.0,BEŞIKTAŞ A.Ş.,AYTEMIZ ALANYASPOR,1 - 4,18.0,away,73.0,70.0,71.0,70.0,78.0,78.0,76.0,78.0,38.68,25.5,177.4,25.3,4541.0,30448.0
161,2016.0,-1.0,GENÇLERBIRLIĞI,GAZIANTEPSPOR,0 - 1,18.0,away,71.0,69.0,68.0,70.0,69.0,70.0,70.0,70.0,40.55,24.6,36.78,24.1,4236.0,2625.0
162,2016.0,6.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,GALATASARAY A.Ş.,6 - 0,19.0,home,76.0,77.0,74.0,76.0,70.0,71.0,71.0,70.0,129.35,25.1,50.2,26.7,21351.0,2501.0
163,2016.0,1.0,AYTEMIZ ALANYASPOR,ANTALYASPOR A.Ş.,2 - 1,19.0,home,81.0,71.0,72.0,71.0,73.0,70.0,71.0,70.0,41.8,25.4,38.68,25.5,12645.0,4541.0
164,2016.0,1.0,KARDEMIR KARABÜKSPOR,ÇAYKUR RIZESPOR A.Ş.,1 - 0,19.0,home,76.0,68.0,68.0,69.0,71.0,70.0,70.0,70.0,34.68,22.6,36.08,25.8,3369.0,4422.0
165,2016.0,4.0,GAZIANTEPSPOR,TRABZONSPOR A.Ş.,4 - 0,19.0,home,73.0,74.0,76.0,74.0,71.0,69.0,68.0,70.0,95.95,23.8,40.55,24.6,17252.0,4236.0
166,2016.0,3.0,FENERBAHÇE A.Ş.,KAYSERISPOR,4 - 1,19.0,home,73.0,72.0,70.0,71.0,80.0,77.0,78.0,77.0,45.85,25.0,168.68,24.8,5524.0,16485.0
167,2016.0,1.0,BURSASPOR,MEDIPOL BAŞAKŞEHIR FK,1 - 0,19.0,home,78.0,75.0,73.0,75.0,70.0,72.0,71.0,72.0,72.95,26.4,48.98,24.4,3208.0,16106.0
168,2016.0,0.0,OSMANLISPOR FUTBOL KULÜBÜ,GENÇLERBIRLIĞI,1 - 1,19.0,Draw,69.0,70.0,70.0,70.0,74.0,74.0,72.0,73.0,36.78,24.1,56.7,25.1,2625.0,3792.0
169,2016.0,4.0,ATIKER KONYASPOR,BEŞIKTAŞ A.Ş.,5 - 1,19.0,home,78.0,78.0,76.0,78.0,72.0,70.0,71.0,71.0,177.4,25.3,28.75,25.3,30448.0,15723.0
170,2016.0,3.0,KASIMPAŞA A.Ş.,ADANASPOR A.Ş.,3 - 0,19.0,home,71.0,67.0,69.0,69.0,69.0,71.0,71.0,70.0,19.98,23.7,39.5,23.4,4594.0,1416.0
171,2016.0,1.0,BEŞIKTAŞ A.Ş.,KARDEMIR KARABÜKSPOR,2 - 1,20.0,home,71.0,70.0,70.0,70.0,78.0,78.0,76.0,78.0,36.08,25.8,177.4,25.3,4422.0,30448.0
172,2016.0,0.0,FENERBAHÇE A.Ş.,BURSASPOR,1 - 1,20.0,Draw,70.0,72.0,71.0,72.0,80.0,77.0,78.0,77.0,48.98,24.4,168.68,24.8,16106.0,16485.0
173,2016.0,-1.0,TRABZONSPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,0 - 1,20.0,away,74.0,74.0,72.0,73.0,73.0,74.0,76.0,74.0,56.7,25.1,95.95,23.8,3792.0,17252.0
174,2016.0,3.0,GENÇLERBIRLIĞI,AYTEMIZ ALANYASPOR,3 - 0,20.0,home,73.0,70.0,71.0,70.0,69.0,70.0,70.0,70.0,38.68,25.5,36.78,24.1,4541.0,2625.0
175,2016.0,4.0,MEDIPOL BAŞAKŞEHIR FK,KASIMPAŞA A.Ş.,4 - 0,20.0,home,69.0,71.0,71.0,70.0,78.0,75.0,73.0,75.0,39.5,23.4,72.95,26.4,1416.0,3208.0
176,2016.0,1.0,ÇAYKUR RIZESPOR A.Ş.,AKHISAR BELEDIYE GENÇLIK VE SPOR,1 - 0,20.0,home,70.0,71.0,71.0,70.0,76.0,68.0,68.0,69.0,50.2,26.7,34.68,22.6,2501.0,3369.0
177,2016.0,-1.0,KAYSERISPOR,GALATASARAY A.Ş.,1 - 2,20.0,away,76.0,77.0,74.0,76.0,73.0,72.0,70.0,71.0,129.35,25.1,45.85,25.0,21351.0,5524.0
178,2016.0,0.0,ANTALYASPOR A.Ş.,ATIKER KONYASPOR,1 - 1,20.0,Draw,72.0,70.0,71.0,71.0,81.0,71.0,72.0,71.0,28.75,25.3,41.8,25.4,15723.0,12645.0
179,2016.0,1.0,ADANASPOR A.Ş.,GAZIANTEPSPOR,1 - 0,20.0,home,71.0,69.0,68.0,70.0,71.0,67.0,69.0,69.0,40.55,24.6,19.98,23.7,4236.0,4594.0
180,2016.0,2.0,BURSASPOR,KAYSERISPOR,2 - 0,21.0,home,73.0,72.0,70.0,71.0,70.0,72.0,71.0,72.0,45.85,25.0,48.98,24.4,5524.0,16106.0
181,2016.0,0.0,GALATASARAY A.Ş.,ÇAYKUR RIZESPOR A.Ş.,1 - 1,21.0,Draw,76.0,68.0,68.0,69.0,76.0,77.0,74.0,76.0,34.68,22.6,129.35,25.1,3369.0,21351.0
182,2016.0,1.0,KARDEMIR KARABÜKSPOR,ANTALYASPOR A.Ş.,1 - 0,21.0,home,81.0,71.0,72.0,71.0,71.0,70.0,70.0,70.0,41.8,25.4,36.08,25.8,12645.0,4422.0
183,2016.0,0.0,GAZIANTEPSPOR,MEDIPOL BAŞAKŞEHIR FK,0 - 0,21.0,Draw,78.0,75.0,73.0,75.0,71.0,69.0,68.0,70.0,72.95,26.4,40.55,24.6,3208.0,4236.0
184,2016.0,2.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,BEŞIKTAŞ A.Ş.,3 - 1,21.0,home,78.0,78.0,76.0,78.0,70.0,71.0,71.0,70.0,177.4,25.3,50.2,26.7,30448.0,2501.0
185,2016.0,0.0,KASIMPAŞA A.Ş.,FENERBAHÇE A.Ş.,0 - 0,21.0,Draw,80.0,77.0,78.0,77.0,69.0,71.0,71.0,70.0,168.68,24.8,39.5,23.4,16485.0,1416.0
186,2016.0,2.0,ATIKER KONYASPOR,GENÇLERBIRLIĞI,2 - 0,21.0,home,69.0,70.0,70.0,70.0,72.0,70.0,71.0,71.0,36.78,24.1,28.75,25.3,2625.0,15723.0
187,2016.0,-4.0,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş.,1 - 5,21.0,away,71.0,67.0,69.0,69.0,74.0,74.0,72.0,73.0,19.98,23.7,56.7,25.1,4594.0,3792.0
188,2016.0,0.0,AYTEMIZ ALANYASPOR,TRABZONSPOR A.Ş.,0 - 0,21.0,Draw,73.0,74.0,76.0,74.0,73.0,70.0,71.0,70.0,95.95,23.8,38.68,25.5,17252.0,4541.0
189,2016.0,-2.0,KAYSERISPOR,ÇAYKUR RIZESPOR A.Ş.,2 - 4,22.0,away,76.0,68.0,68.0,69.0,73.0,72.0,70.0,71.0,34.68,22.6,45.85,25.0,3369.0,5524.0
190,2016.0,4.0,BURSASPOR,KASIMPAŞA A.Ş.,4 - 0,22.0,home,69.0,71.0,71.0,70.0,70.0,72.0,71.0,72.0,39.5,23.4,48.98,24.4,1416.0,16106.0
191,2016.0,0.0,TRABZONSPOR A.Ş.,ATIKER KONYASPOR,1 - 1,22.0,Draw,72.0,70.0,71.0,71.0,73.0,74.0,76.0,74.0,28.75,25.3,95.95,23.8,15723.0,17252.0
192,2016.0,3.0,ADANASPOR A.Ş.,AYTEMIZ ALANYASPOR,4 - 1,22.0,home,73.0,70.0,71.0,70.0,71.0,67.0,69.0,69.0,38.68,25.5,19.98,23.7,4541.0,4594.0
193,2016.0,3.0,ANTALYASPOR A.Ş.,AKHISAR BELEDIYE GENÇLIK VE SPOR,3 - 0,22.0,home,70.0,71.0,71.0,70.0,81.0,71.0,72.0,71.0,50.2,26.7,41.8,25.4,2501.0,12645.0
194,2016.0,1.0,GENÇLERBIRLIĞI,KARDEMIR KARABÜKSPOR,1 - 0,22.0,home,71.0,70.0,70.0,70.0,69.0,70.0,70.0,70.0,36.08,25.8,36.78,24.1,4422.0,2625.0
195,2016.0,0.0,FENERBAHÇE A.Ş.,GAZIANTEPSPOR,1 - 1,22.0,Draw,71.0,69.0,68.0,70.0,80.0,77.0,78.0,77.0,40.55,24.6,168.68,24.8,4236.0,16485.0
196,2016.0,-1.0,MEDIPOL BAŞAKŞEHIR FK,OSMANLISPOR FUTBOL KULÜBÜ,0 - 1,22.0,away,74.0,74.0,72.0,73.0,78.0,75.0,73.0,75.0,56.7,25.1,72.95,26.4,3792.0,3208.0
197,2016.0,-1.0,BEŞIKTAŞ A.Ş.,GALATASARAY A.Ş.,0 - 1,22.0,away,76.0,77.0,74.0,76.0,78.0,78.0,76.0,78.0,129.35,25.1,177.4,25.3,21351.0,30448.0
198,2016.0,1.0,KARDEMIR KARABÜKSPOR,TRABZONSPOR A.Ş.,1 - 0,23.0,home,73.0,74.0,76.0,74.0,71.0,70.0,70.0,70.0,95.95,23.8,36.08,25.8,17252.0,4422.0
199,2016.0,1.0,GAZIANTEPSPOR,BURSASPOR,2 - 1,23.0,home,70.0,72.0,71.0,72.0,71.0,69.0,68.0,70.0,48.98,24.4,40.55,24.6,16106.0,4236.0
200,2016.0,1.0,ÇAYKUR RIZESPOR A.Ş.,BEŞIKTAŞ A.Ş.,1 - 0,23.0,home,78.0,78.0,76.0,78.0,76.0,68.0,68.0,69.0,177.4,25.3,34.68,22.6,30448.0,3369.0
201,2016.0,-1.0,ATIKER KONYASPOR,ADANASPOR A.Ş.,0 - 1,23.0,away,71.0,67.0,69.0,69.0,72.0,70.0,71.0,71.0,19.98,23.7,28.75,25.3,4594.0,15723.0
202,2016.0,0.0,KASIMPAŞA A.Ş.,KAYSERISPOR,2 - 2,23.0,Draw,73.0,72.0,70.0,71.0,69.0,71.0,71.0,70.0,45.85,25.0,39.5,23.4,5524.0,1416.0
203,2016.0,1.0,AYTEMIZ ALANYASPOR,MEDIPOL BAŞAKŞEHIR FK,2 - 1,23.0,home,78.0,75.0,73.0,75.0,73.0,70.0,71.0,70.0,72.95,26.4,38.68,25.5,3208.0,4541.0
204,2016.0,1.0,OSMANLISPOR FUTBOL KULÜBÜ,FENERBAHÇE A.Ş.,1 - 0,23.0,home,80.0,77.0,78.0,77.0,74.0,74.0,72.0,73.0,168.68,24.8,56.7,25.1,16485.0,3792.0
205,2016.0,2.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,GENÇLERBIRLIĞI,2 - 0,23.0,home,69.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,36.78,24.1,50.2,26.7,2625.0,2501.0
206,2016.0,-1.0,GALATASARAY A.Ş.,ANTALYASPOR A.Ş.,2 - 3,23.0,away,81.0,71.0,72.0,71.0,76.0,77.0,74.0,76.0,41.8,25.4,129.35,25.1,12645.0,21351.0
207,2016.0,-1.0,FENERBAHÇE A.Ş.,AYTEMIZ ALANYASPOR,2 - 3,24.0,away,73.0,70.0,71.0,70.0,80.0,77.0,78.0,77.0,38.68,25.5,168.68,24.8,4541.0,16485.0
208,2016.0,-2.0,KASIMPAŞA A.Ş.,GAZIANTEPSPOR,0 - 2,24.0,away,71.0,69.0,68.0,70.0,69.0,71.0,71.0,70.0,40.55,24.6,39.5,23.4,4236.0,1416.0
209,2016.0,0.0,BURSASPOR,OSMANLISPOR FUTBOL KULÜBÜ,1 - 1,24.0,Draw,74.0,74.0,72.0,73.0,70.0,72.0,71.0,72.0,56.7,25.1,48.98,24.4,3792.0,16106.0
210,2016.0,1.0,GENÇLERBIRLIĞI,GALATASARAY A.Ş.,3 - 2,24.0,home,76.0,77.0,74.0,76.0,69.0,70.0,70.0,70.0,129.35,25.1,36.78,24.1,21351.0,2625.0
211,2016.0,2.0,ADANASPOR A.Ş.,KARDEMIR KARABÜKSPOR,2 - 0,24.0,home,71.0,70.0,70.0,70.0,71.0,67.0,69.0,69.0,36.08,25.8,19.98,23.7,4422.0,4594.0
212,2016.0,-1.0,ANTALYASPOR A.Ş.,ÇAYKUR RIZESPOR A.Ş.,1 - 2,24.0,away,76.0,68.0,68.0,69.0,81.0,71.0,72.0,71.0,34.68,22.6,41.8,25.4,3369.0,12645.0
213,2016.0,0.0,KAYSERISPOR,BEŞIKTAŞ A.Ş.,2 - 2,24.0,Draw,78.0,78.0,76.0,78.0,73.0,72.0,70.0,71.0,177.4,25.3,45.85,25.0,30448.0,5524.0
214,2016.0,-3.0,MEDIPOL BAŞAKŞEHIR FK,ATIKER KONYASPOR,0 - 3,24.0,away,72.0,70.0,71.0,71.0,78.0,75.0,73.0,75.0,28.75,25.3,72.95,26.4,15723.0,3208.0
215,2016.0,-2.0,TRABZONSPOR A.Ş.,AKHISAR BELEDIYE GENÇLIK VE SPOR,1 - 3,24.0,away,70.0,71.0,71.0,70.0,73.0,74.0,76.0,74.0,50.2,26.7,95.95,23.8,2501.0,17252.0
216,2016.0,-1.0,ATIKER KONYASPOR,FENERBAHÇE A.Ş.,2 - 3,25.0,away,80.0,77.0,78.0,77.0,72.0,70.0,71.0,71.0,168.68,24.8,28.75,25.3,16485.0,15723.0
217,2016.0,2.0,GALATASARAY A.Ş.,TRABZONSPOR A.Ş.,2 - 0,25.0,home,73.0,74.0,76.0,74.0,76.0,77.0,74.0,76.0,95.95,23.8,129.35,25.1,17252.0,21351.0
218,2016.0,1.0,AKHISAR BELEDIYE GENÇLIK VE SPOR,ADANASPOR A.Ş.,2 - 1,25.0,home,71.0,67.0,69.0,69.0,70.0,71.0,71.0,70.0,19.98,23.7,50.2,26.7,4594.0,2501.0
219,2016.0,-1.0,GAZIANTEPSPOR,KAYSERISPOR,3 - 4,25.0,away,73.0,72.0,70.0,71.0,71.0,69.0,68.0,70.0,45.85,25.0,40.55,24.6,5524.0,4236.0
220,2016.0,1.0,OSMANLISPOR FUTBOL KULÜBÜ,KASIMPAŞA A.Ş.,3 - 2,25.0,home,69.0,71.0,71.0,70.0,74.0,74.0,72.0,73.0,39.5,23.4,56.7,25.1,1416.0,3792.0
221,2016.0,0.0,BEŞIKTAŞ A.Ş.,ANTALYASPOR A.Ş.,0 - 0,25.0,Draw,81.0,71.0,72.0,71.0,78.0,78.0,76.0,78.0,41.8,25.4,177.4,25.3,12645.0,30448.0
222,2016.0,-2.0,AYTEMIZ ALANYASPOR,BURSASPOR,1 - 3,25.0,away,70.0,72.0,71.0,72.0,73.0,70.0,71.0,70.0,48.98,24.4,38.68,25.5,16106.0,4541.0
223,2016.0,0.0,KARDEMIR KARABÜKSPOR,MEDIPOL BAŞAKŞEHIR FK,3 - 3,25.0,Draw,78.0,75.0,73.0,75.0,71.0,70.0,70.0,70.0,72.95,26.4,36.08,25.8,3208.0,4422.0
224,2016.0,1.0,ÇAYKUR RIZESPOR A.Ş.,GENÇLERBIRLIĞI,1 - 0,25.0,home,69.0,70.0,70.0,70.0,76.0,68.0,68.0,69.0,36.78,24.1,34.68,22.6,2625.0,3369.0
225,2016.0,1.0,MEDIPOL BAŞAKŞEHIR FK,AKHISAR BELEDIYE GENÇLIK VE SPOR,2 - 1,26.0,home,70.0,71.0,71.0,70.0,78.0,75.0,73.0,75.0,50.2,26.7,72.95,26.4,2501.0,3208.0
226,2016.0,2.0,KASIMPAŞA A.Ş.,AYTEMIZ ALANYASPOR,3 - 1,26.0,home,73.0,70.0,71.0,70.0,69.0,71.0,71.0,70.0,38.68,25.5,39.5,23.4,4541.0,1416.0
227,2016.0,-1.0,FENERBAHÇE A.Ş.,KARDEMIR KARABÜKSPOR,0 - 1,26.0,away,71.0,70.0,70.0,70.0,80.0,77.0,78.0,77.0,36.08,25.8,168.68,24.8,4422.0,16485.0
228,2016.0,1.0,KAYSERISPOR,ANTALYASPOR A.Ş.,2 - 1,26.0,home,81.0,71.0,72.0,71.0,73.0,72.0,70.0,71.0,41.8,25.4,45.85,25.0,12645.0,5524.0
229,2016.0,-2.0,GAZIANTEPSPOR,OSMANLISPOR FUTBOL KULÜBÜ,0 - 2,26.0,away,74.0,74.0,72.0,73.0,71.0,69.0,68.0,70.0,56.7,25.1,40.55,24.6,3792.0,4236.0
230,2016.0,3.0,GENÇLERBIRLIĞI,BEŞIKTAŞ A.Ş.,3 - 0,26.0,home,78.0,78.0,76.0,78.0,69.0,70.0,70.0,70.0,177.4,25.3,36.78,24.1,30448.0,2625.0
231,2016.0,2.0,BURSASPOR,ATIKER KONYASPOR,2 - 0,26.0,home,72.0,70.0,71.0,71.0,70.0,72.0,71.0,72.0,28.75,25.3,48.98,24.4,15723.0,16106.0
232,2016.0,-1.0,TRABZONSPOR A.Ş.,ÇAYKUR RIZESPOR A.Ş.,0 - 1,26.0,away,76.0,68.0,68.0,69.0,73.0,74.0,76.0,74.0,34.68,22.6,95.95,23.8,3369.0,17252.0
233,2016.0,4.0,ADANASPOR A.Ş.,GALATASARAY A.Ş.,4 - 0,26.0,home,76.0,77.0,74.0,76.0,71.0,67.0,69.0,69.0,129.35,25.1,19.98,23.7,21351.0,4594.0
234,2016.0,3.0,KARDEMIR KARABÜKSPOR,BURSASPOR,3 - 0,27.0,home,70.0,72.0,71.0,72.0,71.0,70.0,70.0,70.0,48.98,24.4,36.08,25.8,16106.0,4422.0
235,2016.0,-1.0,AYTEMIZ ALANYASPOR,GAZIANTEPSPOR,2 - 3,27.0,away,71.0,69.0,68.0,70.0,73.0,70.0,71.0,70.0,40.55,24.6,38.68,25.5,4236.0,4541.0
236,2016.0,0.0,ANTALYASPOR A.Ş.,GENÇLERBIRLIĞI,1 - 1,27.0,Draw,69.0,70.0,70.0,70.0,81.0,71.0,72.0,71.0,36.78,24.1,41.8,25.4,2625.0,12645.0
237,2016.0,-1.0,BEŞIKTAŞ A.Ş.,TRABZONSPOR A.Ş.,3 - 4,27.0,away,73.0,74.0,76.0,74.0,78.0,78.0,76.0,78.0,95.95,23.8,177.4,25.3,17252.0,30448.0
